date,facility_id,facility_name,region,facility_type,scope1_tonnes,scope2_location_tonnes,scope2_market_tonnes,scope3_tonnes,total_emissions,electricity_mwh,renewable_pct,year,month,year_month,revenue_millions,headcount,square_feet,server_count,intensity_per_revenue,intensity_per_employee
2020-01-01,OFF-DE-001,Berlin Office,EU,Office,23.127416170232372,228.69739540630047,114.34869770315024,740.4393165807527,877.9154304541353,775.2454081569508,50.0,2020,01,2020-01,10.252020801121333,1006,199907,100,85.63,0.87
2020-01-01,OFF-NY-001,New York Office,US-East,Office,23.36803470421605,312.95873892329195,156.47936946164597,739.1313602443344,918.9787644101964,810.7739350344351,50.0,2020,01,2020-01,9.721458809264579,1006,199255,102,94.53,0.91
2020-01-01,OFF-SG-001,Singapore Office,APAC,Office,22.946291743768963,322.0016791715817,161.00083958579086,791.6366547872626,975.5837861168225,789.2198018911317,50.0,2020,01,2020-01,9.717606330220342,995,199717,96,100.39,0.98
2020-01-01,OFF-TX-001,Austin Office,US-Central,Office,21.33096149752295,298.383801703693,149.1919008518465,873.563597189381,1044.0864595387504,765.0866710351103,50.0,2020,01,2020-01,9.585980347073765,1013,200446,103,108.92,1.03
2020-01-01,OFF-UK-001,London Office,EU,Office,22.15762428819435,245.94802523245582,122.97401261622791,783.8112623943754,928.9428992987977,833.7221194320537,50.0,2020,01,2020-01,10.453280228017741,997,201602,104,88.87,0.93
2020-01-01,OFF-WA-001,Seattle Campus,US-West,Office,20.678844532249776,271.84800214169314,135.92400107084657,770.9979105747183,927.6007561778147,776.7085775476947,50.0,2020,01,2020-01,9.83821340168573,1016,199959,100,94.29,0.91
2020-01-31,DC-CA-001,California Data Center,US-West,Data Center,164.3387028522197,6857.621743262612,3394.5227629149927,2511.4294192696916,6070.290885036904,19593.20498075032,50.5,2020,01,2020-01,50.086293565552836,204,502118,9635,121.2,29.76
2020-01-31,DC-IE-001,Dublin Data Center,EU,Data Center,160.68691796769457,5975.666694991942,2957.9550140210113,2485.999312507557,5604.6412444962625,20256.497271159125,50.5,2020,01,2020-01,51.95086591536278,204,504074,10164,107.88,27.47
2020-01-31,DC-JP-001,Tokyo Data Center,APAC,Data Center,167.49751328945462,8319.904142001906,4118.352550290943,2648.8485715193174,6934.698635099715,20391.92191667134,50.5,2020,01,2020-01,47.942746162038645,196,500905,10213,144.65,35.38
2020-01-31,DC-NL-001,Amsterdam Data Center,EU,Data Center,174.43312332596997,5915.294982016642,2928.071016098238,2450.953702253622,5553.4578416778295,20051.847396666584,50.5,2020,01,2020-01,49.56943264480323,203,499700,9999,112.03,27.36
2020-01-31,DC-OR-001,Oregon Data Center,US-West,Data Center,155.7815428119459,7163.529301872919,3545.9470044270947,2491.0286510126125,6192.757198251653,20467.22657677977,50.5,2020,01,2020-01,49.702503596097905,202,499149,9732,124.6,30.66
2020-01-31,DC-SG-001,Singapore Data Center,APAC,Data Center,161.61803792139156,8381.128995591547,4148.658852817815,2709.026388993486,7019.303279732693,20541.982832332225,50.5,2020,01,2020-01,52.16020985275461,199,499925,10036,134.57,35.27
2020-01-31,DC-TX-001,Texas Data Center,US-Central,Data Center,164.49986572344787,8053.541532023961,3986.5030583518605,2731.3960400750407,6882.398964150349,20650.10649236913,50.5,2020,01,2020-01,52.17117936864006,197,496357,10368,131.92,34.94
2020-01-31,DC-VA-001,Virginia Data Center,US-East,Data Center,167.449876308412,8135.0390051777185,4026.8443075629707,2606.7033229643544,6800.997506835736,21075.230583361965,50.5,2020,01,2020-01,50.80877379228174,202,501122,10059,133.85,33.67
2020-01-31,DC-VA-002,Virginia Data Center 2,US-East,Data Center,174.83875686187645,7954.313906021607,3937.3853834806955,2371.2320673508257,6483.456207693398,20607.03084461556,50.5,2020,01,2020-01,51.17472872174547,198,497864,10391,126.69,32.74
2020-01-31,MFG-CN-001,Shenzhen Manufacturing,APAC,Manufacturing,527.0710457649874,1199.2215758060602,593.6146800239998,5211.281749224439,6331.967475013426,2939.2685681521084,50.5,2020,01,2020-01,82.18548778956556,495,299876,52,77.04,12.79
2020-01-31,MFG-MX-001,Tijuana Manufacturing,US-Central,Manufacturing,545.2077678698809,1213.6296257114384,600.746664727162,5421.710417003235,6567.664849600278,3111.870835157534,50.5,2020,01,2020-01,80.98824941511326,510,299540,48,81.09,12.88
2020-01-31,MFG-PL-001,Poland Manufacturing,EU,Manufacturing,581.2793077332536,886.5683652933673,438.8513408202168,5455.623713205966,6475.7543617594365,3005.3164925198894,50.5,2020,01,2020-01,79.75563355257272,508,297102,48,81.19,12.75
2020-01-31,MFG-VN-001,Vietnam Manufacturing,APAC,Manufacturing,589.5329028651405,1203.9140117555899,595.937435819017,4723.436579191271,5908.906917875429,2950.7696366558575,50.5,2020,01,2020-01,80.76173702716099,492,297006,49,73.16,12.01
2020-01-31,OFF-CA-001,San Francisco Office,US-West,Office,20.839488488466742,282.3337357344617,139.75519918855855,741.3024475051639,901.8971351821891,806.6678163841763,50.5,2020,01,2020-01,9.548389462740682,1013,201667,104,94.46,0.89
2020-01-31,OFF-DE-001,Berlin Office,EU,Office,22.77440542097241,232.23174360291208,114.95471308344148,837.1688335071889,974.8979520116028,787.2262495013969,50.5,2020,01,2020-01,9.619228171916225,1018,201822,99,101.35,0.96
2020-01-31,OFF-NY-001,New York Office,US-East,Office,21.690497636683112,305.1657956859247,151.05706886453274,749.4893631791501,922.236929680366,790.5849629169034,50.5,2020,01,2020-01,10.310812913771136,993,201209,98,89.44,0.93
2020-01-31,OFF-SG-001,Singapore Office,APAC,Office,21.56927113061629,323.0609691949849,159.91517975151754,852.4195743992302,1033.904025281364,791.8161009681004,50.5,2020,01,2020-01,10.344649004415182,990,198655,100,99.95,1.04
2020-01-31,OFF-TX-001,Austin Office,US-Central,Office,22.93432810735549,300.2458966376776,148.62171883565043,770.2287047668485,941.7847517098544,769.8612734299426,50.5,2020,01,2020-01,10.291008260782773,1000,198794,99,91.52,0.94
2020-01-31,OFF-UK-001,London Office,EU,Office,21.672551151973483,230.353821410013,114.02514159795643,847.3312356149207,983.0289283648507,780.8604115593662,50.5,2020,01,2020-01,9.544587897875287,984,200557,99,102.99,1.0
2020-01-31,OFF-WA-001,Seattle Campus,US-West,Office,22.964605518482887,272.6894204625762,134.98126312897523,826.809247457937,984.7551161053951,779.1126298930749,50.5,2020,01,2020-01,9.759823229895007,1016,199444,98,100.9,0.97
2020-03-01,DC-CA-001,California Data Center,US-West,Data Center,160.65952871841085,7382.43888574711,3617.395054016084,2315.287865862149,6093.342448596644,21092.68253070603,51.0,2020,03,2020-03,48.16017687064069,204,500962,9581,126.52,29.87
2020-03-01,DC-IE-001,Dublin Data Center,EU,Data Center,152.16782206484734,6178.876371792904,3027.649422178523,2741.9040122517476,5921.721256495118,20945.343633196288,51.0,2020,03,2020-03,49.15256367653322,198,495646,10383,120.48,29.91
2020-03-01,DC-JP-001,Tokyo Data Center,APAC,Data Center,157.21948167852824,8593.655998331387,4210.89143918238,2563.9816438209696,6932.092564681878,21062.88234885144,51.0,2020,03,2020-03,48.33903074364149,204,495041,9620,143.41,33.98
2020-03-01,DC-NL-001,Amsterdam Data Center,EU,Data Center,146.82231641173038,6123.705995997752,3000.6159380388985,2557.752682936067,5705.190937386696,20758.325410161873,51.0,2020,03,2020-03,48.70603108312558,202,504204,10024,117.14,28.24
2020-03-01,DC-OR-001,Oregon Data Center,US-West,Data Center,160.07457124214218,7107.758382573526,3482.8016074610277,2597.656759137272,6240.532937840442,20307.88109306722,51.0,2020,03,2020-03,52.13811844142889,201,497296,10271,119.69,31.05
2020-03-01,DC-SG-001,Singapore Data Center,APAC,Data Center,157.4996083715461,8472.16291656001,4151.359829114404,2412.1016920735974,6720.961129559548,20765.105187647085,51.0,2020,03,2020-03,49.12286959553296,201,501028,10552,136.82,33.44
2020-03-01,DC-TX-001,Texas Data Center,US-Central,Data Center,148.5119174111003,7944.840456801223,3892.971823832599,2281.1680401028934,6322.6517813465925,20371.3857866698,51.0,2020,03,2020-03,50.00093159777178,201,499321,10532,126.45,31.46
2020-03-01,DC-VA-001,Virginia Data Center,US-East,Data Center,140.30444339574203,7783.479915271785,3813.9051584831745,2319.0427592460537,6273.252361124971,20164.455739046076,51.0,2020,03,2020-03,48.31437784601548,203,499522,10077,129.84,30.9
2020-03-01,DC-VA-002,Virginia Data Center 2,US-East,Data Center,146.29366742751247,7776.831222512286,3810.6472990310203,2765.462806437976,6722.403772896509,20147.231146404887,51.0,2020,03,2020-03,50.84520866732743,197,500801,10424,132.21,34.12
2020-03-01,MFG-CN-001,Shenzhen Manufacturing,APAC,Manufacturing,463.26944291040354,1181.180382368282,578.7783873604582,4662.293669360384,5704.341499631246,2895.0499567850047,51.0,2020,03,2020-03,81.76793890153326,504,297191,50,69.76,11.32
2020-03-01,MFG-MX-001,Tijuana Manufacturing,US-Central,Manufacturing,534.5277631359161,1160.5946975835138,568.6914018159217,5375.140187589601,6478.359352541438,2975.8838399577276,51.0,2020,03,2020-03,77.95765727261896,510,298572,48,83.1,12.7
2020-03-01,MFG-PL-001,Poland Manufacturing,EU,Manufacturing,455.772209341966,897.7677556360496,439.9062002616643,5477.502248600386,6373.180658204017,3043.2805275798296,51.0,2020,03,2020-03,82.89553173994734,494,299889,52,76.88,12.9
2020-03-01,MFG-VN-001,Vietnam Manufacturing,APAC,Manufacturing,468.5013487205606,1223.3009367098366,599.4174589878199,5504.890125366404,6572.808933074784,2998.286609582933,51.0,2020,03,2020-03,80.7633962747934,506,301067,52,81.38,12.99
2020-03-01,OFF-CA-001,San Francisco Office,US-West,Office,20.301576919356563,271.03461156687075,132.80695966776668,789.2683409887461,942.3768775758693,774.3846044767736,51.0,2020,03,2020-03,10.10357814035873,1006,200940,97,93.27,0.94
2020-03-01,OFF-DE-001,Berlin Office,EU,Office,20.40430144370335,232.34712667484547,113.85009207067428,802.9537973630936,937.2081908774712,787.6173785587982,51.0,2020,03,2020-03,10.456532614704217,1011,201453,97,89.63,0.93
2020-03-01,OFF-NY-001,New York Office,US-East,Office,19.002167110733556,299.5890515526387,146.79863526079296,836.0966830701543,1001.8974854416808,776.1374392555407,51.0,2020,03,2020-03,10.227408994269796,996,201719,99,97.96,1.01
2020-03-01,OFF-SG-001,Singapore Office,APAC,Office,18.688128328462458,321.94698793630533,157.7540240887896,873.9543223180302,1050.3964747352823,789.0857547458464,51.0,2020,03,2020-03,9.684522225219746,1010,199600,97,108.46,1.04
2020-03-01,OFF-TX-001,Austin Office,US-Central,Office,18.57997169535701,319.0094476460067,156.31462934654328,817.9323791227681,992.8269801646684,817.9729426820685,51.0,2020,03,2020-03,10.22712126385314,1008,200741,105,97.08,0.98
2020-03-01,OFF-UK-001,London Office,EU,Office,21.495043949845172,231.23873158857884,113.30697847840364,731.3941387194,866.1961611476488,783.8601070799283,51.0,2020,03,2020-03,9.643244577398445,1000,200911,96,89.82,0.87
2020-03-01,OFF-WA-001,Seattle Campus,US-West,Office,19.17091238721064,268.2415806312964,131.43837450933523,856.9458752262861,1007.555162122832,766.4045160894184,51.0,2020,03,2020-03,10.52673685707222,994,199076,99,95.71,1.01
2020-03-31,DC-CA-001,California Data Center,US-West,Data Center,139.49908000713336,7352.0364940906275,3565.7376996339544,2559.7780254482814,6265.0148050893695,21005.81855454465,51.5,2020,03,2020-03,50.66331714210026,198,497133,9696,123.66,31.64
2020-03-31,DC-IE-001,Dublin Data Center,EU,Data Center,146.56008863566117,5972.6349833020495,2896.727966901494,2685.4781038239107,5728.766159361066,20246.22028237983,51.5,2020,03,2020-03,52.8762088243436,205,498540,9846,108.34,27.95
2020-03-31,DC-JP-001,Tokyo Data Center,APAC,Data Center,150.6915201095665,8053.349737902338,3905.874622882634,2291.690834242263,6348.256977234463,19738.602298780243,51.5,2020,03,2020-03,48.283608942063246,201,496249,10449,131.48,31.58
2020-03-31,DC-NL-001,Amsterdam Data Center,EU,Data Center,157.03559714135736,5774.257845751644,2800.515055189547,2473.097579886131,5430.648232217036,19573.75540932761,51.5,2020,03,2020-03,52.89740889088819,200,497769,10395,102.66,27.15
2020-03-31,DC-OR-001,Oregon Data Center,US-West,Data Center,159.98779300745318,6849.719530706046,3322.113972392432,2388.499855258519,5870.6016206584045,19570.627230588703,51.5,2020,03,2020-03,51.08255946212307,204,503053,9910,114.92,28.78
2020-03-31,DC-SG-001,Singapore Data Center,APAC,Data Center,162.29015239342056,8039.629614284248,3899.22036292786,2676.47862297402,6737.989138295301,19704.974544814337,51.5,2020,03,2020-03,49.91265892479781,201,499946,10375,135.0,33.52
2020-03-31,DC-TX-001,Texas Data Center,US-Central,Data Center,158.3018438480968,7696.298728427426,3732.7048832873015,2578.644146629214,6469.650873764613,19734.099303660067,51.5,2020,03,2020-03,51.953020484548325,203,496251,9863,124.53,31.87
2020-03-31,DC-VA-001,Virginia Data Center,US-East,Data Center,143.8500946666153,8141.763326072143,3948.7552131449893,2668.261511696816,6760.866819508421,21092.65110381384,51.5,2020,03,2020-03,49.54865103775628,200,502684,10128,136.45,33.8
2020-03-31,DC-VA-002,Virginia Data Center 2,US-East,Data Center,142.90309820460303,8147.454295382158,3951.515333260347,2587.480456142602,6681.898887607552,21107.39454762217,51.5,2020,03,2020-03,51.14373381800462,201,504454,10408,130.65,33.24
2020-03-31,MFG-CN-001,Shenzhen Manufacturing,APAC,Manufacturing,510.57658444998305,1248.7101095597775,605.6244031364921,5201.049812465859,6317.250800052334,3060.5639940190626,51.5,2020,03,2020-03,77.9897940081795,498,297257,49,81.0,12.69
2020-03-31,MFG-MX-001,Tijuana Manufacturing,US-Central,Manufacturing,525.75538673254,1169.0965053235263,567.0118050819102,4830.568142238995,5923.335334053445,2997.683346983401,51.5,2020,03,2020-03,80.69563473283505,505,301523,52,73.4,11.73
2020-03-31,MFG-PL-001,Poland Manufacturing,EU,Manufacturing,471.15572777089534,937.7321853593298,454.80010989927496,4750.2540980971835,5676.209935767354,3178.7531707095927,51.5,2020,03,2020-03,80.65313527957181,510,299782,50,70.38,11.13
2020-03-31,MFG-VN-001,Vietnam Manufacturing,APAC,Manufacturing,466.1313563178613,1208.0574264689014,585.9078518374172,5365.0781133732135,6417.117321528492,2960.925064874759,51.5,2020,03,2020-03,83.23148252001907,503,298835,53,77.1,12.76
2020-03-31,OFF-CA-001,San Francisco Office,US-West,Office,20.588990799078925,282.1282358634668,136.83219439378138,735.7878848916963,893.2090700845566,806.0806738956195,51.5,2020,03,2020-03,9.942377899969735,1023,200054,101,89.84,0.87
2020-03-31,OFF-DE-001,Berlin Office,EU,Office,19.54289319208403,236.91585869384014,114.90419146651246,854.2633769615228,988.7104616201193,803.104605741831,51.5,2020,03,2020-03,9.650969623299051,1020,200621,99,102.45,0.97
2020-03-31,OFF-NY-001,New York Office,US-East,Office,22.088144517785647,328.2848078157468,159.2181317906372,735.1442183056138,916.4504946140366,850.4787767247325,51.5,2020,03,2020-03,10.618239617138476,1001,201711,101,86.31,0.92
2020-03-31,OFF-SG-001,Singapore Office,APAC,Office,20.448824345707422,343.28799616131244,166.49467813823654,761.5965090617444,948.5400115456885,841.3921474541971,51.5,2020,03,2020-03,9.982052835534622,994,201199,96,95.02,0.95
2020-03-31,OFF-TX-001,Austin Office,US-Central,Office,18.444444690048645,318.7566352511514,154.59696809680844,886.2356031133979,1059.277015900255,817.324705772183,51.5,2020,03,2020-03,9.645513564805496,1010,198187,102,109.82,1.05
2020-03-31,OFF-UK-001,London Office,EU,Office,22.080336252692607,228.51668581712076,110.83059262130357,753.0825506146122,885.9934794886083,774.6328332783755,51.5,2020,03,2020-03,10.443595188712381,996,199495,98,84.84,0.89
2020-03-31,OFF-WA-001,Seattle Campus,US-West,Office,18.64454319831836,281.219969275294,136.39168509851757,802.5250665254308,957.5612948222667,803.48562650084,51.5,2020,03,2020-03,10.576021883775185,1009,198206,98,90.54,0.95
2020-04-30,DC-CA-001,California Data Center,US-West,Data Center,146.63059375759886,6939.351868259179,3330.888896764406,2660.9951231823225,6138.5146137043275,19826.719623597655,52.0,2020,04,2020-04,49.724947026506605,205,504210,10421,123.45,29.94
2020-04-30,DC-IE-001,Dublin Data Center,EU,Data Center,137.68630169918262,5782.8890902093235,2775.7867633004753,2593.43663574909,5506.909700748747,19603.01386511635,52.0,2020,04,2020-04,52.28563454853784,204,502405,9874,105.32,26.99
2020-04-30,DC-JP-001,Tokyo Data Center,APAC,Data Center,149.6683885256776,8356.989731830754,4011.355071278762,2462.0951857823143,6623.118645586754,20482.81797017342,52.0,2020,04,2020-04,50.278187293681235,205,497087,10664,131.73,32.31
2020-04-30,DC-NL-001,Amsterdam Data Center,EU,Data Center,161.04955470302002,6011.213082845154,2885.3822797656735,2383.1184781050742,5429.550312573768,20376.993501170014,52.0,2020,04,2020-04,50.87809452062264,200,501971,9992,106.72,27.15
2020-04-30,DC-OR-001,Oregon Data Center,US-West,Data Center,147.83489677922577,6870.846065724702,3298.006111547857,2538.7671589398233,5984.608167266906,19630.988759213436,52.0,2020,04,2020-04,49.1248959371237,201,495911,10383,121.82,29.77
2020-04-30,DC-SG-001,Singapore Data Center,APAC,Data Center,157.1794196827235,7959.955606136867,3820.778690945696,2752.1237740412234,6730.081884669643,19509.695113080557,52.0,2020,04,2020-04,51.76215674849207,205,496753,10643,130.02,32.83
2020-04-30,DC-TX-001,Texas Data Center,US-Central,Data Center,164.79676647826182,7950.4203038453425,3816.2017458457644,2684.058499938946,6665.057012262972,20385.69308678293,52.0,2020,04,2020-04,49.65573030260168,202,501897,10499,134.23,33.0
2020-04-30,DC-VA-001,Virginia Data Center,US-East,Data Center,149.07307910154316,8190.19884141121,3931.295443877381,2423.9538280240804,6504.322351003004,21218.131713500545,52.0,2020,04,2020-04,51.204401912903144,207,495084,9709,127.03,31.42
2020-04-30,DC-VA-002,Virginia Data Center 2,US-East,Data Center,157.51324634201455,7756.042060170551,3722.9001888818643,2595.3400529349137,6475.753488158793,20093.373212877075,52.0,2020,04,2020-04,49.41526637094521,202,502408,10116,131.05,32.06
2020-04-30,MFG-CN-001,Shenzhen Manufacturing,APAC,Manufacturing,473.06337202031915,1192.8228982289045,572.5549911498741,4865.752552136085,5911.370915306278,2923.585534874766,52.0,2020,04,2020-04,82.50226840145046,503,297360,52,71.65,11.75
2020-04-30,MFG-MX-001,Tijuana Manufacturing,US-Central,Manufacturing,529.1488152012034,1229.4765180941274,590.1487286851811,5570.667101949871,6689.964645836255,3152.5038925490444,52.0,2020,04,2020-04,79.55055328848064,499,297554,52,84.1,13.41
2020-04-30,MFG-PL-001,Poland Manufacturing,EU,Manufacturing,477.1100963932275,938.6289790297583,450.541909934284,5529.208507297184,6456.860513624695,3181.793149253418,52.0,2020,04,2020-04,79.5508470737334,501,302309,50,81.17,12.89
2020-04-30,MFG-VN-001,Vietnam Manufacturing,APAC,Manufacturing,463.2763580548098,1184.3436159946539,568.4849356774338,4790.372646779665,5822.133940511909,2902.8029803790537,52.0,2020,04,2020-04,82.19616011163521,513,302600,53,70.83,11.35
2020-04-30,OFF-CA-001,San Francisco Office,US-West,Office,19.83942621566277,282.4548969838871,135.57835055226582,743.5213678431578,898.9391446110864,807.0139913825348,52.0,2020,04,2020-04,10.209949769734704,1025,198830,99,88.05,0.88
2020-04-30,OFF-DE-001,Berlin Office,EU,Office,19.569569462174634,230.15852806715336,110.4760934722336,778.4014065978914,908.4470695322997,780.1984002276386,52.0,2020,04,2020-04,10.6191697821945,1000,201237,97,85.55,0.91
2020-04-30,OFF-NY-001,New York Office,US-East,Office,19.486859958627072,300.9580902184275,144.4598833048452,743.9655714125215,907.9123146759938,779.6841715503303,52.0,2020,04,2020-04,10.646679973049238,1035,200358,101,85.28,0.88
2020-04-30,OFF-SG-001,Singapore Office,APAC,Office,21.042707989171767,326.00676086378155,156.48324521461515,791.106312620056,968.6322658238429,799.0361785877,52.0,2020,04,2020-04,10.547198638124163,1032,198057,99,91.84,0.94
2020-04-30,OFF-TX-001,Austin Office,US-Central,Office,19.85497644303823,328.5436771368041,157.70096502566597,834.8656039313313,1012.4215454000355,842.4196849661644,52.0,2020,04,2020-04,10.178527053320412,1014,198730,100,99.47,1.0
2020-04-30,OFF-UK-001,London Office,EU,Office,21.58426326132066,239.19685513409013,114.81449046436326,809.0556864907503,945.4544402164343,810.8367970647123,52.0,2020,04,2020-04,9.803921742091893,1017,199777,99,96.44,0.93
2020-04-30,OFF-WA-001,Seattle Campus,US-West,Office,19.96174790071939,273.46859609179955,131.26492612406378,880.0145399716531,1031.2412139964363,781.3388459765702,52.0,2020,04,2020-04,10.649753184685109,1019,199201,100,96.83,1.01
2020-05-30,DC-CA-001,California Data Center,US-West,Data Center,157.06257300293595,7227.791539354553,3433.200981193412,2762.7093851247746,6352.972939321123,20650.832969584437,52.5,2020,05,2020-05,49.585004761255476,202,501243,10665,128.12,31.45
2020-05-30,DC-IE-001,Dublin Data Center,EU,Data Center,163.05156511709038,5878.85216195273,2792.454776927547,2765.3597131126035,5720.866055157241,19928.312413399086,52.5,2020,05,2020-05,53.02739820095344,205,499526,10188,107.89,27.91
2020-05-30,DC-JP-001,Tokyo Data Center,APAC,Data Center,154.62441680244976,8691.108486031118,4128.276530864781,2662.3484660866075,6945.249413753838,21301.73648537039,52.5,2020,05,2020-05,52.96584377554637,202,501510,9767,131.13,34.38
2020-05-30,DC-NL-001,Amsterdam Data Center,EU,Data Center,149.14629559959982,6076.334198778055,2886.258744419576,2640.3929370951987,5675.797977114375,20597.743046705273,52.5,2020,05,2020-05,52.952231106796354,207,498508,10376,107.19,27.42
2020-05-30,DC-OR-001,Oregon Data Center,US-West,Data Center,152.77699020212407,6837.718538167836,3247.916305629722,2606.427561115654,6007.1208569475,19536.338680479534,52.5,2020,05,2020-05,49.46908610411995,206,501268,10538,121.43,29.16
2020-05-30,DC-SG-001,Singapore Data Center,APAC,Data Center,159.32643894900636,8635.65562976691,4101.936424139282,2536.51072621261,6797.773589300898,21165.82262197772,52.5,2020,05,2020-05,51.755099502655916,205,501165,10131,131.35,33.16
2020-05-30,DC-TX-001,Texas Data Center,US-Central,Data Center,154.01564243050748,7988.130025580771,3794.361762150866,2417.3669393396467,6365.74434392102,20482.384680976334,52.5,2020,05,2020-05,48.86402544250976,207,498737,10058,130.27,30.75
2020-05-30,DC-VA-001,Virginia Data Center,US-East,Data Center,149.8090799185944,8072.33543593479,3834.359332069025,2381.2332361761996,6365.401648163819,20912.786103458006,52.5,2020,05,2020-05,52.08322845525787,200,502504,9878,122.22,31.83
2020-05-30,DC-VA-002,Virginia Data Center 2,US-East,Data Center,147.4424004529173,8184.682270193555,3887.7240783419384,2764.561667926179,6799.728146721034,21203.840078221645,52.5,2020,05,2020-05,50.20732959497713,204,502331,10434,135.43,33.33
2020-05-30,MFG-CN-001,Shenzhen Manufacturing,APAC,Manufacturing,481.33246521978504,1307.2888262446202,620.9621924661946,5540.6195715262675,6642.914229212247,3204.139280011324,52.5,2020,05,2020-05,85.4159061476286,505,299222,49,77.77,13.15
2020-05-30,MFG-MX-001,Tijuana Manufacturing,US-Central,Manufacturing,518.0664602697493,1134.8285279521554,539.0435507772738,4627.864191829555,5684.974202876579,2909.8167383388595,52.5,2020,05,2020-05,80.95095132324046,519,297666,51,70.23,10.95
2020-05-30,MFG-PL-001,Poland Manufacturing,EU,Manufacturing,554.7241247000221,904.2269621805784,429.5078070357747,4877.382727462384,5861.614659198181,3065.1761429850117,52.5,2020,05,2020-05,81.62483038932729,520,297196,49,71.81,11.27
2020-05-30,MFG-VN-001,Vietnam Manufacturing,APAC,Manufacturing,465.69057060196116,1258.1757390493667,597.6334760484492,4802.544382751623,5865.868429402033,3083.7640662974677,52.5,2020,05,2020-05,84.9431064267194,518,298300,52,69.06,11.32
2020-05-30,OFF-CA-001,San Francisco Office,US-West,Office,20.056287551645088,294.48670867661536,139.8811866213923,861.6470684771375,1021.5845426501749,841.3905962189011,52.5,2020,05,2020-05,10.309157110891249,1019,198147,106,99.09,1.0
2020-05-30,OFF-DE-001,Berlin Office,EU,Office,18.5863273221439,238.87441665198813,113.46534790969436,835.4038482345189,967.4555234663571,809.7437852609768,52.5,2020,05,2020-05,9.998578263986218,1035,198538,105,96.76,0.93
